,base_name,brand,cpu_GHZ,cpu_benchmark,cpu_brand,cpu_core,cpu_type_name,detachable_keyboard,discrete_gpu,gpu,gpu_benchmark,gpu_brand,gpu_type,max_price,min_price,os_details,pc_name,pixels_x,ram,screen_size,screen_surface,ssd,threading,touchscreen,weight
378,LENOVO FLEX 5,LENOVO,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,557.0,547.0,WINDOWS 10 HOME,LENOVO FLEX,1920.0,8,14.0,GLOSSY,128,1.0,1,3.85
379,ACER ASPIRE E5-571P-55TL,ACER,1.7,2343.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 4400,530.0,INTEL,HD 4400,527.0,513.7,WINDOWS 8.1,ACER ASPIRE,1366.0,4,15.6,GLOSSY,0,1.0,1,5.95
380,HP 15-AY191MS,HP,2.4,2806.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,599.99,529.01,WINDOWS 10,HP,1366.0,8,15.6,GLOSSY,0,1.0,1,4.68
381,HP PAVILION,HP,1.7,2343.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 4400,530.0,INTEL,HD 4400,649.0,649.0,WINDOWS 10,HP PAVILION,1600.0,4,17.3,GLOSSY,0,1.0,0,6.17
382,SAGER NP7856,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,15156.0,NVIDIA,GEFORCE RTX 2060,1549.0,1549.0,WINDOWS 10 HOME,SAGER,1920.0,32,15.6,MATTE,1000,1.0,0,5.0
383,ASUS ZENBOOK UX331FA,ASUS,1.6,6068.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,699.99,699.97,WINDOWS 10 HOME,ASUS ZENBOOK,1920.0,8,13.3,MATTE,512,1.0,0,2.5
384,MICROSOFT SURFACE LAPTOP (DAG),MICROSOFT,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,668.0,664.0,WINDOWS 10 S,MICROSOFT SURFACE LAPTOP (DAG),2256.0,8,13.5,GLOSSY,256,1.0,1,2.76
385,APPLE MACBOOK AIR 2013,APPLE,1.3,2293.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 5000,684.0,INTEL,HD 5000,358.0,341.0,OS X MAVERICKS,APPLE MACBOOK AIR,1366.0,4,11.6,GLOSSY,128,1.0,0,2.5
386,HP 250 G3,HP,1.8,1240.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD,10.0,INTEL,HD,390.0,390.0,WINDOWS 8.1,HP,1366.0,4,15.6,MATTE,0,1.0,0,4.83
387,DELL XPS 15,DELL,2.6,6661.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 960M,3467.0,NVIDIA,GEFORCE GTX 960M,1599.33,1599.33,WINDOWS 10,DELL XPS,1920.0,8,15.6,GLOSSY,256,1.0,0,3.9
388,SAMSUNG CHROMEBOOK 3 (XE500C13-K04US),SAMSUNG,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,108.97,99.83,CHROME OS,SAMSUNG CHROMEBOOK,1366.0,4,11.6,MATTE,16,0.0,0,2.54
389,ACER ASPIRE E15,ACER,2.7,3500.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,599.99,573.6,WINDOWS 10 HOME,ACER ASPIRE,1920.0,8,15.6,MATTE,0,1.0,0,4.92
390,DELL INSPIRON 7577,DELL,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,10210.0,NVIDIA,GEFORCE GTX 1060,1199.99,1199.99,WINDOWS 10 HOME,DELL INSPIRON,3840.0,16,15.6,MATTE,128,1.0,0,6.28
391,ASUS TRANSFORMER BOOK FLIP TP200SA,ASUS,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,299.0,299.0,WINDOWS 10 HOME,ASUS TRANSFORMER BOOK FLIP,1366.0,4,11.6,GLOSSY,32,0.0,1,2.61
392,HP OMEN 15-DC0010NR,HP,2.3,7584.0,INTEL,QUAD-CORE,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,899.99,869.0,WINDOWS 10 HOME,HP OMEN,1920.0,12,15.6,GLOSSY,128,1.0,0,5.38
393,DELL INSPIRON 5566,DELL,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,567.99,515.7,WINDOWS 10 PRO,DELL INSPIRON,1366.0,8,15.6,GLOSSY,256,1.0,0,4.85
394,ACER ASPIRE 3 A315-41,ACER,2.0,6317.0,AMD,QUAD-CORE,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1509.0,AMD,RADEON VEGA 8,466.0,449.0,WINDOWS 10 HOME,ACER ASPIRE,1920.0,8,15.6,MATTE,0,1.0,0,5.07
395,APPLE MACBOOK PRO 2012,APPLE,2.5,2503.0,INTEL,DUAL-CORE,CORE I5,,0,INTEL HD,10.0,INTEL,HD,388.71,348.69,,APPLE MACBOOK PRO,1280.0,4,13.3,GLOSSY,0,1.0,0,4.5
396,ACER CHROMEBOOK 11 N7 C731,ACER,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,149.99,149.99,CHROME OS,ACER CHROMEBOOK,1366.0,4,11.6,MATTE,32,0.0,0,2.87
397,LENOVO FLEX 14,LENOVO,2.1,7248.0,AMD,QUAD-CORE,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1509.0,AMD,RADEON VEGA 8,552.13,548.94,WINDOWS 10 HOME,LENOVO FLEX,1920.0,8,14.0,GLOSSY,256,1.0,1,3.64
398,MICROSOFT SURFACE BOOK,MICROSOFT,2.6,3807.0,INTEL,DUAL-CORE,CORE I7,1.0,1,NVIDIA GEFORCE,3.0,NVIDIA,GEFORCE,759.99,678.0,WINDOWS 10 PRO,MICROSOFT SURFACE BOOK,3000.0,8,13.5,GLOSSY,256,1.0,1,3.34
399,HP STREAM 14-AX,HP,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,159.99,159.99,WINDOWS 10 HOME,HP STREAM,1366.0,4,14.0,GLOSSY,32,0.0,0,3.17
400,PROSTAR NH70RDQ,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,15156.0,NVIDIA,GEFORCE RTX 2060,1499.0,1429.0,WINDOWS 10 HOME,PROSTAR,1920.0,32,17.3,MATTE,500,1.0,0,5.9
401,ASUS VIVOBOOK F512DA,ASUS,2.1,7248.0,AMD,QUAD-CORE,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1509.0,AMD,RADEON VEGA 8,479.99,472.61,WINDOWS 10 HOME,ASUS VIVOBOOK,1920.0,8,15.6,MATTE,256,1.0,0,3.5
402,LENOVO THINKPAD X1 CARBON (6TH GENERATION),LENOVO,1.9,6620.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,1649.99,1649.99,WINDOWS 10 PRO,LENOVO THINKPAD,2560.0,16,14.0,GLOSSY,1000,1.0,0,2.49
403,ASUS ZENBOOK UX303LA-DS52T,ASUS,2.2,2546.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD,10.0,INTEL,HD,642.0,642.0,WINDOWS 8.1,ASUS ZENBOOK,1920.0,8,13.3,GLOSSY,256,1.0,1,3.2
404,LENOVO IDEAPAD,LENOVO,2.7,2741.0,AMD,QUAD-CORE,A12,0.0,0,AMD RADEON R7,551.0,AMD,RADEON R7,430.0,430.0,WINDOWS 10 HOME,LENOVO IDEAPAD,1366.0,8,15.6,MATTE,0,0.0,0,4.85
405,DELL XPS 9350-5341SLV,DELL,2.2,3555.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL IRIS 540,1251.0,INTEL,IRIS 540,1499.44,1199.0,WINDOWS 10,DELL XPS,3200.0,8,13.3,GLOSSY,256,1.0,1,2.8
406,LENOVO THINKPAD E590,LENOVO,1.6,6068.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,775.0,729.99,WINDOWS 10 PRO,LENOVO THINKPAD,1920.0,8,15.6,MATTE,256,1.0,0,4.68
407,APPLE MACBOOK AIR 2014,APPLE,1.4,2440.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 5000,684.0,INTEL,HD 5000,465.61,390.0,OS X MAVERICKS,APPLE MACBOOK AIR,1440.0,4,13.3,GLOSSY,128,1.0,0,2.94
408,MICROSOFT SURFACE BOOK 2,MICROSOFT,1.9,6620.0,INTEL,QUAD-CORE,CORE I7,1.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,1875.0,1865.0,WINDOWS 10 PRO,MICROSOFT SURFACE BOOK,3000.0,16,13.5,GLOSSY,512,1.0,1,3.62
409,SAMSUNG CHROMEBOOK PLUS V2,SAMSUNG,1.5,1253.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 615,799.0,INTEL,HD 615,365.0,349.99,CHROME OS,SAMSUNG CHROMEBOOK PLUS,1920.0,4,12.2,GLOSSY,32,0.0,1,2.98
410,DELL INSPIRON 5575,DELL,2.0,6317.0,AMD,QUAD-CORE,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1509.0,AMD,RADEON VEGA 8,425.61,425.61,WINDOWS 10 HOME,DELL INSPIRON,1920.0,8,15.6,MATTE,0,1.0,0,4.89
411,MICROSOFT SURFACE PRO 7,MICROSOFT,1.1,9314.0,INTEL,QUAD-CORE,CORE I5,1.0,0,INTEL IRIS PLUS,1888.0,INTEL,IRIS PLUS,749.0,688.0,WINDOWS 10 HOME,MICROSOFT SURFACE PRO,2736.0,8,12.3,GLOSSY,128,1.0,1,1.7
412,LENOVO IDEAPAD 320,LENOVO,2.7,3500.0,INTEL,DUAL-CORE,CORE I7,0.0,1,NVIDIA GEFORCE 940MX,1603.0,NVIDIA,GEFORCE 940MX,1999.11,1999.11,WINDOWS 10 HOME,LENOVO IDEAPAD,1920.0,12,15.6,MATTE,256,1.0,0,4.84
413,PROSTAR P950RF,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,16632.0,NVIDIA,GEFORCE RTX 2070,1929.0,1829.0,WINDOWS 10 HOME,PROSTAR,1920.0,32,15.6,MATTE,1000,1.0,0,4.6
414,HP OMEN 15-DC0030NR,HP,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,10210.0,NVIDIA,GEFORCE GTX 1060,2499.11,2499.11,WINDOWS 10 HOME,HP OMEN,1920.0,16,15.6,MATTE,128,1.0,0,5.56
415,PROSTAR NH58RCQ,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1660 TI,12791.0,NVIDIA,GEFORCE GTX 1660 TI,1229.0,1209.0,WINDOWS 10 HOME,PROSTAR,1920.0,16,15.6,MATTE,250,1.0,0,4.85
416,MICROSOFT SURFACE BOOK 2,MICROSOFT,2.6,3780.0,INTEL,DUAL-CORE,CORE I5,1.0,0,INTEL HD 620,888.0,INTEL,HD 620,959.99,928.0,WINDOWS 10 PRO,MICROSOFT SURFACE BOOK,3000.0,8,13.5,GLOSSY,128,1.0,1,3.38
417,ACER ASPIRE 5 A515-54,ACER,2.1,4248.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,379.99,379.99,WINDOWS 10 S,ACER ASPIRE,1920.0,4,15.6,MATTE,128,1.0,0,3.97
418,LENOVO YOGA 720,LENOVO,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,1048.88,1048.88,WINDOWS 10 HOME,LENOVO YOGA,3840.0,16,15.6,GLOSSY,512,1.0,1,4.41
419,DELL XPS 7590,DELL,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,7868.0,NVIDIA,GEFORCE GTX 1650,2099.99,1749.97,WINDOWS 10 HOME,DELL XPS,3840.0,16,15.6,GLOSSY,1000,1.0,0,4.5
420,ASUS TUF GAMING FX504,ASUS,2.3,7584.0,INTEL,QUAD-CORE,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,799.99,699.0,WINDOWS 10 HOME,ASUS TUF GAMING,1920.0,8,15.6,MATTE,0,1.0,0,5.07
421,HP OMEN 17-AN120NR,HP,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,10210.0,NVIDIA,GEFORCE GTX 1060,1549.0,1549.0,WINDOWS 10 HOME,HP OMEN,1920.0,16,17.3,MATTE,128,1.0,0,8.33
422,SAGER NP8957,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,16632.0,NVIDIA,GEFORCE RTX 2070,1599.0,1549.0,WINDOWS 10 HOME,SAGER,1920.0,16,15.6,MATTE,500,1.0,0,4.6
423,SAGER NP8957,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,16632.0,NVIDIA,GEFORCE RTX 2070,1749.0,1649.0,WINDOWS 10 HOME,SAGER,1920.0,32,15.6,MATTE,500,1.0,0,4.6
424,HP PAVILION 15-AU010WM,HP,2.5,3369.0,INTEL,DUAL-CORE,CORE I7,0.0,1,NVIDIA GEFORCE 940MX,1603.0,NVIDIA,GEFORCE 940MX,787.0,787.0,WINDOWS 10,HP PAVILION,1366.0,12,15.6,GLOSSY,0,1.0,0,4.27
425,HP ELITEBOOK 840 G1,HP,1.9,2579.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 4400,530.0,INTEL,HD 4400,276.96,254.99,WINDOWS 10 PRO,HP ELITEBOOK,1366.0,8,14.0,MATTE,256,1.0,0,3.5
426,DELL XPS 13,DELL,2.4,4519.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL IRIS PLUS 640,1377.0,INTEL,IRIS PLUS 640,1799.33,1799.33,WINDOWS 10 HOME,DELL XPS,3200.0,16,13.3,GLOSSY,1000,1.0,1,2.7
427,ACER CHROMEBOOK 15 CB515-1HT,ACER,1.1,2257.0,INTEL,QUAD-CORE,PENTIUM,0.0,0,INTEL HD 505,411.0,INTEL,HD 505,325.12,322.0,CHROME OS,ACER CHROMEBOOK,1920.0,4,15.6,GLOSSY,32,0.0,1,4.3
428,HP PAVILION,HP,2.3,2825.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 520,864.0,INTEL,HD 520,399.0,399.0,WINDOWS 10,HP PAVILION,1366.0,8,15.6,GLOSSY,0,1.0,1,4.68
429,HP PAVILION,HP,2.6,1274.0,AMD,DUAL-CORE,A6,0.0,0,AMD RADEON R4,346.0,AMD,RADEON R4,408.0,395.0,WINDOWS 10,HP PAVILION,1366.0,8,15.6,GLOSSY,0,0.0,0,4.63
430,DELL XPS 13 XPS9343-8182SLV,DELL,2.4,2715.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 5500,568.0,INTEL,HD 5500,1499.44,1499.44,WINDOWS 10,DELL XPS,3200.0,8,13.3,GLOSSY,256,1.0,1,2.8
431,APPLE MACBOOK AIR 2012,APPLE,1.7,2093.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 4000,329.0,INTEL,HD 4000,399.99,303.43,MAC OS X LION,APPLE MACBOOK AIR,1366.0,4,11.6,GLOSSY,64,1.0,0,2.38
432,APPLE MACBOOK PRO 2019,APPLE,1.4,8395.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL IRIS PLUS 645,2054.0,INTEL,IRIS PLUS 645,1230.08,1099.99,MACOS MOJAVE,APPLE MACBOOK PRO,2560.0,8,13.3,GLOSSY,128,1.0,0,3.02
433,HP PAVILION 17Z,HP,3.0,1131.0,AMD,DUAL-CORE,A9,0.0,0,AMD RADEON R5,148.0,AMD,RADEON R5,449.99,449.99,WINDOWS 10 HOME,HP PAVILION,1600.0,4,17.3,GLOSSY,0,0.0,0,5.62
434,APPLE MACBOOK AIR MJVM2LL/A,APPLE,1.6,2142.0,INTEL,DUAL-CORE,CORE I5,,0,INTEL HD 6000,829.0,INTEL,HD 6000,418.0,418.0,OS X YOSEMITE,APPLE MACBOOK AIR,1366.0,4,11.6,GLOSSY,128,1.0,0,2.38
435,LENOVO IDEAPAD 320S,LENOVO,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,648.0,499.0,WINDOWS 10 HOME,LENOVO IDEAPAD,1366.0,8,14.0,MATTE,256,1.0,0,3.74
436,ASUS ROG STRIX G G731GU,ASUS,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1660 TI,12791.0,NVIDIA,GEFORCE GTX 1660 TI,1196.99,1085.99,WINDOWS 10 HOME,ASUS ROG STRIX G,1920.0,16,17.3,MATTE,512,1.0,0,6.28
437,ACER ASPIRE A515-51G,ACER,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,1,NVIDIA GEFORCE MX150,2387.0,NVIDIA,GEFORCE MX150,605.99,583.99,WINDOWS 10 HOME,ACER ASPIRE,1920.0,8,15.6,MATTE,256,1.0,0,4.85
438,DELL INSPIRON 3567,DELL,2.7,3190.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,358.0,313.0,WINDOWS 10 HOME,DELL INSPIRON,1366.0,8,15.6,GLOSSY,128,1.0,1,5.07
439,APPLE MACBOOK AIR 2015,APPLE,1.6,2142.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 6000,829.0,INTEL,HD 6000,490.78,479.0,OS X EL CAPITAN,APPLE MACBOOK AIR,1440.0,8,13.3,GLOSSY,128,1.0,0,2.96
440,HP CHROMEBOOK 14-AK060NR,HP,,,INTEL,,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,246.0,219.0,CHROME OS,HP CHROMEBOOK,1920.0,4,14.0,MATTE,16,0.0,0,3.74
441,DELL INSPIRON 11 3000 2-IN-1,DELL,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,289.0,289.0,WINDOWS 10 HOME,DELL INSPIRON,1366.0,4,11.6,MATTE,32,0.0,1,2.6
442,HP,HP,2.7,2741.0,AMD,QUAD-CORE,A12,0.0,0,AMD RADEON R7,551.0,AMD,RADEON R7,532.39,528.9,WINDOWS 10 HOME,HP,1366.0,8,15.6,GLOSSY,0,0.0,1,4.52
443,RAZER BLADE STEALTH,RAZER,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,1799.99,1799.99,WINDOWS 10 HOME,RAZER BLADE STEALTH,3200.0,16,13.3,GLOSSY,512,1.0,1,2.98
444,DELL INSPIRON,DELL,2.5,3369.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 520,864.0,INTEL,HD 520,999.11,999.11,WINDOWS 10,DELL INSPIRON,1366.0,12,15.6,GLOSSY,0,1.0,0,4.94
445,HP 15-F211WM,HP,2.16,618.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,412.0,409.98,WINDOWS 10,HP,1366.0,4,15.6,GLOSSY,0,0.0,1,5.05
446,ACER ASPIRE A515-54,ACER,1.6,6068.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,523.27,508.98,WINDOWS 10 HOME,ACER ASPIRE,1920.0,8,15.6,MATTE,256,1.0,0,4.19
447,ASUS ZENBOOK UX433FA,ASUS,1.8,6777.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,1099.99,1099.99,WINDOWS 10 HOME,ASUS ZENBOOK,1920.0,16,14.0,GLOSSY,512,1.0,0,2.6
448,DELL INSPIRON 3567,DELL,2.7,3190.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,395.99,395.99,WINDOWS 10 HOME,DELL INSPIRON,1366.0,4,15.6,MATTE,128,1.0,0,4.96
449,MSI GS65 STEALTH THIN,MSI,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,10210.0,NVIDIA,GEFORCE GTX 1060,2099.0,2099.0,WINDOWS 10 PRO,MSI,1920.0,16,15.6,MATTE,512,1.0,0,4.14
450,ASUS ROG STRIX SCAR II GL504GW,ASUS,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,16632.0,NVIDIA,GEFORCE RTX 2070,1749.99,1689.99,WINDOWS 10 HOME,ASUS ROG STRIX SCAR II,1920.0,16,15.6,MATTE,512,1.0,0,5.29
451,MSI GE75 RAIDER,MSI,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,15156.0,NVIDIA,GEFORCE RTX 2060,1763.02,1699.98,WINDOWS 10 HOME,MSI,1920.0,16,17.3,MATTE,512,1.0,0,5.75
452,SAMSUNG CHROMEBOOK PLUS V2,SAMSUNG,1.0,2756.0,INTEL,DUAL-CORE,CORE M3,0.0,0,INTEL HD 615,799.0,INTEL,HD 615,458.99,433.25,CHROME OS,SAMSUNG CHROMEBOOK PLUS,1920.0,4,12.2,GLOSSY,64,1.0,1,2.98
453,APPLE MACBOOK PRO 2014,APPLE,2.8,7462.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GT 750M,1232.0,NVIDIA,GEFORCE GT 750M,1099.0,1006.27,OS X MAVERICKS,APPLE MACBOOK PRO,2880.0,16,15.4,GLOSSY,512,1.0,0,4.46
454,ASUS ROG ZEPHYRUS S GX531,ASUS,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,13557.0,NVIDIA,GEFORCE GTX 1070,1579.99,1568.0,WINDOWS 10,ASUS ROG ZEPHYRUS S,1920.0,16,15.6,MATTE,512,1.0,0,4.63
455,ALIENWARE 15 R3,ALIENWARE,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,13557.0,NVIDIA,GEFORCE GTX 1070,1652.02,1299.0,WINDOWS 10 HOME,ALIENWARE,1920.0,16,15.6,MATTE,256,1.0,0,7.69
456,HP ENVY X360 15M-BQ021DX,HP,2.7,2256.0,AMD,QUAD-CORE,FX,0.0,0,AMD RADEON R7,551.0,AMD,RADEON R7,459.99,444.0,WINDOWS 10 HOME,HP ENVY,1920.0,8,15.6,GLOSSY,0,0.0,1,4.74
457,DELL G5 15 5587,DELL,2.3,7584.0,INTEL,QUAD-CORE,CORE I5,0.0,1,NVIDIA GEFOCE GTX 1060,10210.0,NVIDIA,GEFOCE GTX 1060,1149.0,1149.0,WINDOWS 10 HOME SIGNATURE EDITION,DELL,1920.0,8,15.6,MATTE,128,1.0,0,6.28
458,HP 15-BS080WM,HP,2.7,3500.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,624.99,589.95,WINDOWS 10 HOME,HP,1366.0,8,15.6,GLOSSY,0,1.0,1,4.4
459,ELUKTRONICS MAX-17,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,16632.0,NVIDIA,GEFORCE RTX 2070,2149.0,2149.0,WINDOWS 10 HOME,ELUKTRONICS,1920.0,32,17.3,MATTE,1000,1.0,0,4.71
460,SAMSUNG CHROMEBOOK PRO,SAMSUNG,0.9,1862.0,INTEL,DUAL-CORE,CORE M3,0.0,0,INTEL HD 515,688.0,INTEL,HD 515,489.99,444.44,CHROME OS,SAMSUNG CHROMEBOOK PRO,2400.0,4,12.3,GLOSSY,32,1.0,1,2.4
461,ASUS TUF GAMING FX505DT,ASUS,2.1,8163.0,AMD,QUAD-CORE,RYZEN 5,0.0,1,NVIDIA GEFORCE GTX 1650,7868.0,NVIDIA,GEFORCE GTX 1650,649.99,649.99,WINDOWS 10 HOME,ASUS TUF GAMING,1920.0,8,15.6,MATTE,256,1.0,0,4.85
462,MICROSOFT SURFACE LAPTOP 2,MICROSOFT,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,899.99,789.0,WINDOWS 10 HOME,MICROSOFT SURFACE LAPTOP,2256.0,8,13.5,GLOSSY,128,1.0,1,2.76
463,DELL INSPIRON 3180,DELL,1.6,1032.0,AMD,DUAL-CORE,A6,0.0,0,AMD RADEON R4,346.0,AMD,RADEON R4,168.88,165.0,WINDOWS 10 HOME,DELL INSPIRON,1366.0,4,11.6,MATTE,32,0.0,0,2.98
464,HP 15-BS033CL,HP,2.4,2806.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,579.0,574.0,WINDOWS 10 HOME,HP,1366.0,12,15.6,GLOSSY,0,1.0,1,4.52
465,HP SPECTRE X2 12-A008NR,HP,0.9,1862.0,INTEL,DUAL-CORE,CORE M3,1.0,0,INTEL HD 515,688.0,INTEL,HD 515,449.99,449.0,WINDOWS 10,HP SPECTRE,1920.0,4,12.0,GLOSSY,128,1.0,1,2.68
466,ASUS ROG ZEPHYRUS GX501,ASUS,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,13557.0,NVIDIA,GEFORCE GTX 1070,1950.14,1112.57,WINDOWS 10 PRO,ASUS ROG ZEPHYRUS,1920.0,16,15.6,MATTE,256,1.0,0,5.0
467,DELL XPS 7590,DELL,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,7868.0,NVIDIA,GEFORCE GTX 1650,1779.8,1589.99,WINDOWS 10 HOME,DELL XPS,3840.0,16,15.6,GLOSSY,256,1.0,0,4.4
468,SAMSUNG CHROMEBOOK 4+,SAMSUNG,1.1,1278.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL UHD 600,345.0,INTEL,UHD 600,299.99,265.99,CHROME OS,SAMSUNG CHROMEBOOK,1920.0,6,15.6,MATTE,64,0.0,0,3.75
469,ASUS ZENBOOK UX430UA,ASUS,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,1024.14,1024.14,WINDOWS 10 HOME,ASUS ZENBOOK,1920.0,16,14.0,MATTE,512,1.0,0,2.76
470,ASUS X555QA,ASUS,2.7,2741.0,AMD,QUAD-CORE,A12,0.0,0,AMD RADEON R7,551.0,AMD,RADEON R7,339.0,335.0,WINDOWS 10 HOME,ASUS,1366.0,8,15.6,GLOSSY,128,0.0,0,5.07
